# Muv pLya L_Lya
-2.200000000000000000e+01 8.376517229051414191e-44 2.860656207653318099e+40
-2.200000000000000000e+01 8.376502823045703949e-44 2.863292446855791194e+40
-2.200000000000000000e+01 8.376488403746154485e-44 2.865931115491254743e+40
-2.200000000000000000e+01 8.376473971152832510e-44 2.868572215793748049e+40
-2.200000000000000000e+01 8.376459525349566520e-44 2.871215750002866157e+40
-2.200000000000000000e+01 8.376445066168911603e-44 2.873861720358203626e+40
-2.200000000000000000e+01 8.376430593694688289e-44 2.876510129110470364e+40
-2.200000000000000000e+01 8.376416107843200509e-44 2.879160978510378213e+40
-2.200000000000000000e+01 8.376401608698288706e-44 2.881814270797519314e+40
-2.200000000000000000e+01 8.376387096176254819e-44 2.884470008228163667e+40
-2.200000000000000000e+01 8.376372570360930331e-44 2.887128193053019730e+40
-2.200000000000000000e+01 8.376358031084858381e-44 2.889788827533912755e+40
-2.200000000000000000e+01 8.376343478431875432e-44 2.892451913921553136e+40
-2.200000000000000000e+01 8.376328912402050186e-44 2.895117454477764677e+40
-2.200000000000000000e+01 8.376314332995446365e-44 2.897785451464371181e+40
-2.200000000000000000e+01 8.376299740044611093e-44 2.900455907143199354e+40
-2.200000000000000000e+01 8.376285133800916350e-44 2.903128823781628741e+40
-2.200000000000000000e+01 8.376270514013129551e-44 2.905804203652599945e+40
-2.200000000000000000e+01 8.376255880765089150e-44 2.908482049017937252e+40
-2.200000000000000000e+01 8.376241234056858868e-44 2.911162362150580782e+40
-2.200000000000000000e+01 8.376226573804751599e-44 2.913845145329024944e+40
-2.200000000000000000e+01 8.376211900176372557e-44 2.916530400831766562e+40
-2.200000000000000000e+01 8.376197212920492146e-44 2.919218130926190016e+40
-2.200000000000000000e+01 8.376182512204710603e-44 2.921908337907460802e+40
-2.200000000000000000e+01 8.376167797945338827e-44 2.924601024042962815e+40
-2.200000000000000000e+01 8.376153070058687719e-44 2.927296191627863485e+40
-2.200000000000000000e+01 8.376138328712349551e-44 2.929993842946215859e+40
-2.200000000000000000e+01 8.376123573738875428e-44 2.932693980287632596e+40
-2.200000000000000000e+01 8.376108805138330070e-44 2.935396605941724418e+40
-2.200000000000000000e+01 8.376094022994551930e-44 2.938101722198102530e+40
-2.200000000000000000e+01 8.376079227223854894e-44 2.940809331363048259e+40
-2.200000000000000000e+01 8.376064417826309655e-44 2.943519435720617072e+40
-2.200000000000000000e+01 8.376049594801983920e-44 2.946232037577093195e+40
-2.200000000000000000e+01 8.376034758067199540e-44 2.948947139233199799e+40
-2.200000000000000000e+01 8.376019907705777047e-44 2.951664742995220626e+40
-2.200000000000000000e+01 8.376005043717799083e-44 2.954384851163882230e+40
-2.200000000000000000e+01 8.375990166019570571e-44 2.957107466051024578e+40
-2.200000000000000000e+01 8.375975274527418343e-44 2.959832589962930447e+40
-2.200000000000000000e+01 8.375960369408909779e-44 2.962560225216996995e+40
-2.200000000000000000e+01 8.375945450580384653e-44 2.965290374125066122e+40
-2.200000000000000000e+01 8.375930517958148888e-44 2.968023038998976828e+40
-2.200000000000000000e+01 8.375915571626036951e-44 2.970758222167241618e+40
-2.200000000000000000e+01 8.375900611500350783e-44 2.973495925941701910e+40
-2.200000000000000000e+01 8.375885637581176011e-44 2.976236152645311083e+40
-2.200000000000000000e+01 8.375870649952342128e-44 2.978978904612139801e+40
-2.200000000000000000e+01 8.375855648446408204e-44 2.981724184159584736e+40
-2.200000000000000000e+01 8.375840633147203730e-44 2.984471993621716550e+40
-2.200000000000000000e+01 8.375825603971050560e-44 2.987222335332603489e+40
-2.200000000000000000e+01 8.375810561001772210e-44 2.989975211620759990e+40
-2.200000000000000000e+01 8.375795504239450326e-44 2.992730624820253332e+40
-2.200000000000000000e+01 8.375780433516638005e-44 2.995488577276269039e+40
-2.200000000000000000e+01 8.375765348917176688e-44 2.998249071322876324e+40
-2.200000000000000000e+01 8.375750250524895865e-44 3.001012109299702072e+40
-2.200000000000000000e+01 8.375735138172351621e-44 3.003777693563044737e+40
-2.200000000000000000e+01 8.375720011859624606e-44 3.006545826446975467e+40
-2.200000000000000000e+01 8.375704871670545307e-44 3.009316510307790782e+40
-2.200000000000000000e+01 8.375689717437671799e-44 3.012089747490676209e+40
-2.200000000000000000e+01 8.375674549328601334e-44 3.014865540357486909e+40
-2.200000000000000000e+01 8.375659367259643815e-44 3.017643891253408409e+40
-2.200000000000000000e+01 8.375644171230882880e-44 3.020424802540296839e+40
-2.200000000000000000e+01 8.375628961158632416e-44 3.023208276580005911e+40
-2.200000000000000000e+01 8.375613737126732865e-44 3.025994315728837947e+40
-2.200000000000000000e+01 8.375598499051498115e-44 3.028782922354204335e+40
-2.200000000000000000e+01 8.375583246933001847e-44 3.031574098817961204e+40
-2.200000000000000000e+01 8.375567980771330684e-44 3.034367847498636253e+40
-2.200000000000000000e+01 8.375552700482805483e-44 3.037164170758087063e+40
-2.200000000000000000e+01 8.375537406235001590e-44 3.039963070969283177e+40
-2.200000000000000000e+01 8.375522097860499981e-44 3.042764550505196071e+40
-2.200000000000000000e+01 8.375506775359372345e-44 3.045568611749910637e+40
-2.200000000000000000e+01 8.375491438731687383e-44 3.048375257076397385e+40
-2.200000000000000000e+01 8.375476088061297490e-44 3.051184488874298877e+40
-2.200000000000000000e+01 8.375460723180753769e-44 3.053996309516587076e+40
-2.200000000000000000e+01 8.375445344173891686e-44 3.056810721392903578e+40
-2.200000000000000000e+01 8.375429951040792889e-44 3.059627726892891914e+40
-2.200000000000000000e+01 8.375414543697781219e-44 3.062447328406193682e+40
-2.200000000000000000e+01 8.375399122228680195e-44 3.065269528322450962e+40
-2.200000000000000000e+01 8.375383686466082740e-44 3.068094329042424083e+40
-2.200000000000000000e+01 8.375368236493797438e-44 3.070921732955752225e+40
-2.200000000000000000e+01 8.375352772311915890e-44 3.073751742463193783e+40
-2.200000000000000000e+01 8.375337293920511777e-44 3.076584359971065309e+40
-2.200000000000000000e+01 8.375321801235913921e-44 3.079419587880121331e+40
-2.200000000000000000e+01 8.375306294341957788e-44 3.082257428591120244e+40
-2.200000000000000000e+01 8.375290773154960251e-44 3.085097884515933855e+40
-2.200000000000000000e+01 8.375275237591253119e-44 3.087940958066434942e+40
-2.200000000000000000e+01 8.375259687818427669e-44 3.090786651654493861e+40
-2.200000000000000000e+01 8.375244123669047950e-44 3.093634967691983872e+40
-2.200000000000000000e+01 8.375228545226952416e-44 3.096485908590775817e+40
-2.200000000000000000e+01 8.375212952408464909e-44 3.099339476779414041e+40
-2.200000000000000000e+01 8.375197345213673049e-44 3.102195674680885218e+40
-2.200000000000000000e+01 8.375181723642651513e-44 3.105054504707060671e+40
-2.200000000000000000e+01 8.375166087695474977e-44 3.107915969292042906e+40
-2.200000000000000000e+01 8.375150437372241017e-44 3.110780070858816660e+40
-2.200000000000000000e+01 8.375134772673011367e-44 3.113646811841482986e+40
-2.200000000000000000e+01 8.375119093514131773e-44 3.116516194668588165e+40
-2.200000000000000000e+01 8.375103399895671935e-44 3.119388221779787538e+40
-2.200000000000000000e+01 8.375087691817716484e-44 3.122262895603626902e+40
-2.200000000000000000e+01 8.375071969280356028e-44 3.125140218590878882e+40
-2.200000000000000000e+01 8.375056232283654290e-44 3.128020193175644530e+40
-2.200000000000000000e+01 8.375040480743960007e-44 3.130902821797582572e+40
-2.200000000000000000e+01 8.375024714745094704e-44 3.133788106913022823e+40
-2.200000000000000000e+01 8.375008934287140026e-44 3.136676050961624010e+40
-2.200000000000000000e+01 8.374993139202680934e-44 3.139566656399715945e+40
-2.200000000000000000e+01 8.374977329575557870e-44 3.142459925672516481e+40
-2.200000000000000000e+01 8.374961505405845511e-44 3.145355861241909719e+40
-2.200000000000000000e+01 8.374945666693621521e-44 3.148254465558672152e+40
-2.200000000000000000e+01 8.374929813355225673e-44 3.151155741090246524e+40
-2.200000000000000000e+01 8.374913945474492438e-44 3.154059690292964099e+40
-2.200000000000000000e+01 8.374898062967745658e-44 3.156966315628712849e+40
-2.200000000000000000e+01 8.374882165751332078e-44 3.159875619570494156e+40
-2.200000000000000000e+01 8.374866253992822066e-44 3.162787604580196961e+40
-2.200000000000000000e+01 8.374850327524812529e-44 3.165702273130821679e+40
-2.200000000000000000e+01 8.374834386431125987e-44 3.168619627695372114e+40
-2.200000000000000000e+01 8.374818430628107195e-44 3.171539670752407807e+40
-2.200000000000000000e+01 8.374802460115834810e-44 3.174462404774930626e+40
-2.200000000000000000e+01 8.374786474978137330e-44 3.177387832247056819e+40
-2.200000000000000000e+01 8.374770475047612655e-44 3.180315955641790673e+40
-2.200000000000000000e+01 8.374754460408087292e-44 3.183246777454361365e+40
-2.200000000000000000e+01 8.374738430975889066e-44 3.186180300168888046e+40
-2.200000000000000000e+01 8.374722386834869373e-44 3.189116526269485028e+40
-2.200000000000000000e+01 8.374706327901353053e-44 3.192055458251386327e+40
-2.200000000000000000e+01 8.374690254175426731e-44 3.194997098609821120e+40
-2.200000000000000000e+01 8.374674165657175038e-44 3.197941449840023421e+40
-2.200000000000000000e+01 8.374658062262944719e-44 3.200888514431665702e+40
-2.200000000000000000e+01 8.374641944160310125e-44 3.203838294896653063e+40
-2.200000000000000000e+01 8.374625811098119321e-44 3.206790793735771389e+40
-2.200000000000000000e+01 8.374609663243943670e-44 3.209746013449812367e+40
-2.200000000000000000e+01 8.374593500514130912e-44 3.212703956545121491e+40
-2.200000000000000000e+01 8.374577322908762693e-44 3.215664625539158634e+40
-2.200000000000000000e+01 8.374561130344174803e-44 3.218628022932713549e+40
-2.200000000000000000e+01 8.374544922904217646e-44 3.221594151254360489e+40
-2.200000000000000000e+01 8.374528700588955939e-44 3.224563013010446399e+40
-2.200000000000000000e+01 8.374512463231001524e-44 3.227534610718432118e+40
-2.200000000000000000e+01 8.374496210997922779e-44 3.230508946906892867e+40
-2.200000000000000000e+01 8.374479943806067443e-44 3.233486024098847160e+40
-2.200000000000000000e+01 8.374463661571772302e-44 3.236465844811754387e+40
-2.200000000000000000e+01 8.374447364378879793e-44 3.239448411585306084e+40
-2.200000000000000000e+01 8.374431052227469570e-44 3.242433726942520281e+40
-2.200000000000000000e+01 8.374414724950142523e-44 3.245421793417528422e+40
-2.200000000000000000e+01 8.374398382714469019e-44 3.248412613550020591e+40
-2.200000000000000000e+01 8.374382025436805759e-44 3.251406189874130167e+40
-2.200000000000000000e+01 8.374365653033486543e-44 3.254402524929547235e+40
-2.200000000000000000e+01 8.374349265588346837e-44 3.257401621255961878e+40
-2.200000000000000000e+01 8.374332863101477249e-44 3.260403481404178564e+40
-2.200000000000000000e+01 8.374316445405478667e-44 3.263408107919443114e+40
-2.200000000000000000e+01 8.374300012667927434e-44 3.266415503347005707e+40
-2.200000000000000000e+01 8.374283564805165315e-44 3.269425670243225579e+40
-2.200000000000000000e+01 8.374267101733551997e-44 3.272438611158908647e+40
-2.200000000000000000e+01 8.374250623536900047e-44 3.275454328650416565e+40
-2.200000000000000000e+01 8.374234130131568156e-44 3.278472825279668664e+40
-2.200000000000000000e+01 8.374217621601386812e-44 3.281494103608584755e+40
-2.200000000000000000e+01 8.374201097862702758e-44 3.284518166193525527e+40
-2.200000000000000000e+01 8.374184558831867717e-44 3.287545015607524689e+40
-2.200000000000000000e+01 8.374168004676454048e-44 3.290574654412503022e+40
-2.200000000000000000e+01 8.374151435229063637e-44 3.293607085187050941e+40
-2.200000000000000000e+01 8.374134850489794059e-44 3.296642310498644966e+40
-2.200000000000000000e+01 8.374118250542474808e-44 3.299680332925875513e+40
-2.200000000000000000e+01 8.374101635219715733e-44 3.302721155041777743e+40
-2.200000000000000000e+01 8.374085004689092181e-44 3.305764779424942071e+40
-2.200000000000000000e+01 8.374068358783200062e-44 3.308811208670630968e+40
-2.200000000000000000e+01 8.374051697585882809e-44 3.311860445346321921e+40
-2.200000000000000000e+01 8.374035021013495130e-44 3.314912492052835557e+40
-2.200000000000000000e+01 8.374018329066126638e-44 3.317967351374318999e+40
-2.200000000000000000e+01 8.374001621827605827e-44 3.321025025900479461e+40
-2.200000000000000000e+01 8.373984899130544540e-44 3.324085518226579415e+40
-2.200000000000000000e+01 8.373968161058778243e-44 3.327148830958995710e+40
-2.200000000000000000e+01 8.373951407612387586e-44 3.330214966681878371e+40
-2.200000000000000000e+01 8.373934638707744205e-44 3.333283928007161439e+40
-2.200000000000000000e+01 8.373917854344938707e-44 3.336355717530108836e+40
-2.200000000000000000e+01 8.373901054524053734e-44 3.339430337868211308e+40
-2.200000000000000000e+01 8.373884239245183876e-44 3.342507791622290934e+40
-2.200000000000000000e+01 8.373867408508425713e-44 3.345588081404280789e+40
-2.200000000000000000e+01 8.373850562230135946e-44 3.348671209826118781e+40
-2.200000000000000000e+01 8.373833700410400205e-44 3.351757179510850915e+40
-2.200000000000000000e+01 8.373816823133065903e-44 3.354845993075972773e+40
-2.200000000000000000e+01 8.373799930314476797e-44 3.357937653133417430e+40
-2.200000000000000000e+01 8.373783021870989587e-44 3.361032162311792431e+40
-2.200000000000000000e+01 8.373766097886432771e-44 3.364129523239704839e+40
-2.200000000000000000e+01 8.373749158360922842e-44 3.367229738540204043e+40
-2.200000000000000000e+01 8.373732203210792606e-44 3.370332810841897104e+40
-2.200000000000000000e+01 8.373715232436137647e-44 3.373438742790061689e+40
-2.200000000000000000e+01 8.373698246037077447e-44 3.376547537002192414e+40
-2.200000000000000000e+01 8.373681244013678717e-44 3.379659196134681809e+40
-2.200000000000000000e+01 8.373664226366051979e-44 3.382773722810578294e+40
-2.200000000000000000e+01 8.373647192926809073e-44 3.385891119686275851e+40
-2.200000000000000000e+01 8.373630143947279166e-44 3.389011389395939700e+40
-2.200000000000000000e+01 8.373613079176321275e-44 3.392134534590406146e+40
-2.200000000000000000e+01 8.373595998697778833e-44 3.395260557926067237e+40
-2.200000000000000000e+01 8.373578902511761364e-44 3.398389462048202089e+40
-2.200000000000000000e+01 8.373561790618341552e-44 3.401521249613205166e+40
-2.200000000000000000e+01 8.373544662933898004e-44 3.404655923277468997e+40
-2.200000000000000000e+01 8.373527519458515353e-44 3.407793485702945238e+40
-2.200000000000000000e+01 8.373510360192295158e-44 3.410933939551584091e+40
-2.200000000000000000e+01 8.373493185135337982e-44 3.414077287485336245e+40
-2.200000000000000000e+01 8.373475994287742400e-44 3.417223532177266765e+40
-2.200000000000000000e+01 8.373458787565863119e-44 3.420372676289327791e+40
-2.200000000000000000e+01 8.373441565053544567e-44 3.423524722494583423e+40
-2.200000000000000000e+01 8.373424326667136475e-44 3.426679673471657370e+40
-2.200000000000000000e+01 8.373407072323014462e-44 3.429837531893614214e+40
-2.200000000000000000e+01 8.373389802188735951e-44 3.432998300444633405e+40
-2.200000000000000000e+01 8.373372516096940664e-44 3.436161981803339134e+40
-2.200000000000000000e+01 8.373355214131452118e-44 3.439328578653910850e+40
-2.200000000000000000e+01 8.373337896208634980e-44 3.442498093680528967e+40
-2.200000000000000000e+01 8.373320562412331686e-44 3.445670529578486831e+40
-2.200000000000000000e+01 8.373303212575167020e-44 3.448845889037522046e+40
-2.200000000000000000e+01 8.373285846780980432e-44 3.452024174747373186e+40
-2.200000000000000000e+01 8.373268464946132605e-44 3.455205389408891752e+40
-2.200000000000000000e+01 8.373251067154456018e-44 3.458389535722928279e+40
-2.200000000000000000e+01 8.373233653322315337e-44 3.461576616384779498e+40
-2.200000000000000000e+01 8.373216223533552998e-44 3.464766634106410323e+40
-2.200000000000000000e+01 8.373198777620795778e-44 3.467959591588674192e+40
-2.200000000000000000e+01 8.373181315667879143e-44 3.471155491543536503e+40
-2.200000000000000000e+01 8.373163837591175725e-44 3.474354336677405949e+40
-2.200000000000000000e+01 8.373146343474519993e-44 3.477556129713365210e+40
-2.200000000000000000e+01 8.373128833150535738e-44 3.480760873363379686e+40
-2.200000000000000000e+01 8.373111306786803285e-44 3.483968570344974384e+40
-2.200000000000000000e+01 8.373093764299675351e-44 3.487179223381229567e+40
-2.200000000000000000e+01 8.373076205605538508e-44 3.490392835195226464e+40
-2.200000000000000000e+01 8.373058630788221253e-44 3.493609408515603980e+40
-2.200000000000000000e+01 8.373041039764085263e-44 3.496828946071000052e+40
-2.200000000000000000e+01 8.373023432533253008e-44 3.500051450595610774e+40
-2.200000000000000000e+01 8.373005809179542032e-44 3.503276924818074566e+40
-2.200000000000000000e+01 8.372988169451860141e-44 3.506505371478145196e+40
-2.200000000000000000e+01 8.372970513601507626e-44 3.509736793315575464e+40
-2.200000000000000000e+01 8.372952841461135160e-44 3.512971193070118173e+40
-2.200000000000000000e+01 8.372935153030836339e-44 3.516208573492640019e+40
-2.200000000000000000e+01 8.372917448310714712e-44 3.519448937317338547e+40
-2.200000000000000000e+01 8.372899727217151872e-44 3.522692287306195802e+40
-2.200000000000000000e+01 8.372881989917695288e-44 3.525938626204521292e+40
-2.200000000000000000e+01 8.372864236245006584e-44 3.529187956768739389e+40
-2.200000000000000000e+01 8.372846466199178359e-44 3.532440281749720174e+40
-2.200000000000000000e+01 8.372828679864051058e-44 3.535695603920558623e+40
-2.200000000000000000e+01 8.372810877072268384e-44 3.538953926032123368e+40
-2.200000000000000000e+01 8.372793057907663812e-44 3.542215250851954127e+40
-2.200000000000000000e+01 8.372775222370347863e-44 3.545479581147589652e+40
-2.200000000000000000e+01 8.372757370376685202e-44 3.548746919686571114e+40
-2.200000000000000000e+01 8.372739501926790333e-44 3.552017269241993970e+40
-2.200000000000000000e+01 8.372721617104499719e-44 3.555290632592513288e+40
-2.200000000000000000e+01 8.372703715742458057e-44 3.558567012511226459e+40
-2.200000000000000000e+01 8.372685797924496832e-44 3.561846411782343806e+40
-2.200000000000000000e+01 8.372667863567001618e-44 3.565128833184519913e+40
-2.200000000000000000e+01 8.372649912753792947e-44 3.568414279501966552e+40
-2.200000000000000000e+01 8.372631945317543397e-44 3.571702753524453171e+40
-2.200000000000000000e+01 8.372613961425795457e-44 3.574994258041747765e+40
-2.200000000000000000e+01 8.372595960911205775e-44 3.578288795849176488e+40
-2.200000000000000000e+01 8.372577943857620768e-44 3.581586369742065978e+40
-2.200000000000000000e+01 8.372559910265132040e-44 3.584886982510185680e+40
-2.200000000000000000e+01 8.372541859966410178e-44 3.588190636959975163e+40
-2.200000000000000000e+01 8.372523793128995679e-44 3.591497335897876894e+40
-2.200000000000000000e+01 8.372505709669283080e-44 3.594807082124772283e+40
-2.200000000000000000e+01 8.372487609503655965e-44 3.598119878447102831e+40
-2.200000000000000000e+01 8.372469492632220872e-44 3.601435727682424420e+40
-2.200000000000000000e+01 8.372451359138809284e-44 3.604754632637178550e+40
-2.200000000000000000e+01 8.372433208939800803e-44 3.608076596128919653e+40
-2.200000000000000000e+01 8.372415042035311924e-44 3.611401620980759349e+40
-2.200000000000000000e+01 8.372396858425449183e-44 3.614729710010255455e+40
-2.200000000000000000e+01 8.372378658026594176e-44 3.618060866046076297e+40
-2.200000000000000000e+01 8.372360440838867377e-44 3.621395091905777758e+40
-2.200000000000000000e+01 8.372342206946087328e-44 3.624732390423588258e+40
-2.200000000000000000e+01 8.372323956264647569e-44 3.628072764433732829e+40
-2.200000000000000000e+01 8.372305688710935667e-44 3.631416216764884152e+40
-2.200000000000000000e+01 8.372287404368790075e-44 3.634762750256823969e+40
-2.200000000000000000e+01 8.372269103238304387e-44 3.638112367743782148e+40
-2.200000000000000000e+01 8.372250785152161138e-44 3.641465072076657230e+40
-2.200000000000000000e+01 8.372232450277906801e-44 3.644820866095232889e+40
-2.200000000000000000e+01 8.372214098531938898e-44 3.648179752650408632e+40
-2.200000000000000000e+01 8.372195729830630061e-44 3.651541734587528225e+40
-2.200000000000000000e+01 8.372177344257835670e-44 3.654906814757489725e+40
-2.200000000000000000e+01 8.372158941729925369e-44 3.658274996022306051e+40
-2.200000000000000000e+01 8.372140522247022623e-44 3.661646281238435834e+40
-2.200000000000000000e+01 8.372122085892954933e-44 3.665020673256776162e+40
-2.200000000000000000e+01 8.372103632500397864e-44 3.668398174956014427e+40
-2.200000000000000000e+01 8.372085162069458950e-44 3.671778789187049168e+40
-2.200000000000000000e+01 8.372066674683965691e-44 3.675162518828565360e+40
-2.200000000000000000e+01 8.372048170260332537e-44 3.678549366748136496e+40
-2.200000000000000000e+01 8.372029648798651091e-44 3.681939335818889394e+40
-2.200000000000000000e+01 8.372011110299041831e-44 3.685332428913952804e+40
-2.200000000000000000e+01 8.371992554677904272e-44 3.688728648917569857e+40
-2.200000000000000000e+01 8.371973982019063923e-44 3.692127998713984652e+40
-2.200000000000000000e+01 8.371955392322637279e-44 3.695530481176324005e+40
-2.200000000000000000e+01 8.371936785421291939e-44 3.698936099199947362e+40
-2.200000000000000000e+01 8.371918161398874323e-44 3.702344855674653111e+40
-2.200000000000000000e+01 8.371899520171774984e-44 3.705756753490243989e+40
-2.200000000000000000e+01 8.371880861907542385e-44 3.709171795542075575e+40
-2.200000000000000000e+01 8.371862186355141086e-44 3.712589984725507315e+40
-2.200000000000000000e+01 8.371843493682115567e-44 3.716011323947010617e+40
-2.200000000000000000e+01 8.371824783721161307e-44 3.719435816101943959e+40
-2.200000000000000000e+01 8.371806056556090872e-44 3.722863464102335941e+40
-2.200000000000000000e+01 8.371787312187026731e-44 3.726294270849102232e+40
-2.200000000000000000e+01 8.371768550530382338e-44 3.729728239259829586e+40
-2.200000000000000000e+01 8.371749771586248300e-44 3.733165372246547571e+40
-2.200000000000000000e+01 8.371730975438485971e-44 3.736605672726844875e+40
-2.200000000000000000e+01 8.371712161919755981e-44 3.740049143612748649e+40
-2.200000000000000000e+01 8.371693331030182790e-44 3.743495787838518668e+40
-2.200000000000000000e+01 8.371674482853598878e-44 3.746945608316185948e+40
-2.200000000000000000e+01 8.371655617306409733e-44 3.750398607974449694e+40
-2.200000000000000000e+01 8.371636734388727868e-44 3.753854789753128321e+40
-2.200000000000000000e+01 8.371617834100673760e-44 3.757314156569806653e+40
-2.200000000000000000e+01 8.371598916442360917e-44 3.760776711375417488e+40
-2.200000000000000000e+01 8.371579981246483821e-44 3.764242457098660995e+40
-2.200000000000000000e+01 8.371561028764302939e-44 3.767711396679355109e+40
-2.200000000000000000e+01 8.371542058744788804e-44 3.771183533062870602e+40
-2.200000000000000000e+01 8.371523071271775885e-44 3.774658869194583567e+40
-2.200000000000000000e+01 8.371504066261675646e-44 3.778137408030981091e+40
-2.200000000000000000e+01 8.371485043798307623e-44 3.781619152511879658e+40
-2.200000000000000000e+01 8.371466003881811210e-44 3.785104105593766356e+40
-2.200000000000000000e+01 8.371446946344859982e-44 3.788592270238688362e+40
-2.200000000000000000e+01 8.371427871355006384e-44 3.792083649403131799e+40
-2.200000000000000000e+01 8.371408778744946892e-44 3.795578246049144812e+40
-2.200000000000000000e+01 8.371389668514794017e-44 3.799076063144327902e+40
-2.200000000000000000e+01 8.371370540748398161e-44 3.802577103656284470e+40
-2.200000000000000000e+01 8.371351395362149877e-44 3.806081370547059763e+40
-2.200000000000000000e+01 8.371332232272469590e-44 3.809588866800928751e+40
-2.200000000000000000e+01 8.371313051646889832e-44 3.813099595391050578e+40
-2.200000000000000000e+01 8.371293853318119027e-44 3.816613559296144960e+40
-2.200000000000000000e+01 8.371274637286273667e-44 3.820130761494926778e+40
-2.200000000000000000e+01 8.371255403551475228e-44 3.823651204971671972e+40
-2.200000000000000000e+01 8.371236152113846178e-44 3.827174892716211738e+40
-2.200000000000000000e+01 8.371216882973507990e-44 3.830701827712822016e+40
-2.200000000000000000e+01 8.371197596130591098e-44 3.834232012962446930e+40
-2.200000000000000000e+01 8.371178291501491036e-44 3.837765451454921547e+40
-2.200000000000000000e+01 8.371158969086351180e-44 3.841302146191190474e+40
-2.200000000000000000e+01 8.371139628885277074e-44 3.844842100166644033e+40
-2.200000000000000000e+01 8.371120270814696111e-44 3.848385316393344113e+40
-2.200000000000000000e+01 8.371100895042139828e-44 3.851931797872234358e+40
-2.200000000000000000e+01 8.371081501316602655e-44 3.855481547609820434e+40
-2.200000000000000000e+01 8.371062089805638034e-44 3.859034568623722391e+40
-2.200000000000000000e+01 8.371042660425660415e-44 3.862590863925998734e+40
-2.200000000000000000e+01 8.371023213093065330e-44 3.866150436528712321e+40
-2.200000000000000000e+01 8.371003747891712142e-44 3.869713289460596130e+40
-2.200000000000000000e+01 8.370984264738002356e-44 3.873279425744825466e+40
-2.200000000000000000e+01 8.370964763715775422e-44 3.876848848399018926e+40
-2.200000000000000000e+01 8.370945244657735780e-44 3.880421560463024352e+40
-2.200000000000000000e+01 8.370925707647719892e-44 3.883997564954461792e+40
-2.200000000000000000e+01 8.370906152685848235e-44 3.887576864918732894e+40
-2.200000000000000000e+01 8.370886579688547207e-44 3.891159463390131694e+40
-2.200000000000000000e+01 8.370866988739648292e-44 3.894745363402946910e+40
-2.200000000000000000e+01 8.370847379671861904e-44 3.898334568002583574e+40
-2.200000000000000000e+01 8.370827752569020523e-44 3.901927080240003424e+40
-2.200000000000000000e+01 8.370808107347537602e-44 3.905522903155056721e+40
-2.200000000000000000e+01 8.370788444091268521e-44 3.909122039809817167e+40
-2.200000000000000000e+01 8.370768762716616778e-44 3.912724493244135503e+40
-2.200000000000000000e+01 8.370749063307422818e-44 3.916330266520086884e+40
-2.200000000000000000e+01 8.370729345612691027e-44 3.919939362705305584e+40
-2.200000000000000000e+01 8.370709609883662952e-44 3.923551784850755278e+40
-2.200000000000000000e+01 8.370689855953076886e-44 3.927167536024069274e+40
-2.200000000000000000e+01 8.370670083737329358e-44 3.930786619298439040e+40
-2.200000000000000000e+01 8.370650293403984761e-44 3.934409037735943112e+40
-2.200000000000000000e+01 8.370630484869442611e-44 3.938034794420885888e+40
