# Muv pLya L_Lya
-1.950000000000000000e+01 3.991055361329805763e-43 6.293611214947399932e+39
-1.950000000000000000e+01 3.991048838434073617e-43 6.299411095590429927e+39
-1.950000000000000000e+01 3.991042309562442628e-43 6.305216321141646727e+39
-1.950000000000000000e+01 3.991035774635113228e-43 6.311026896491480472e+39
-1.950000000000000000e+01 3.991029233692032198e-43 6.316842826585935623e+39
-1.950000000000000000e+01 3.991022686693318075e-43 6.322664116371016642e+39
-1.950000000000000000e+01 3.991016133638997143e-43 6.328490770737153670e+39
-1.950000000000000000e+01 3.991009574569012202e-43 6.334322794685925488e+39
-1.950000000000000000e+01 3.991003009443480990e-43 6.340160193163336558e+39
-1.950000000000000000e+01 3.990996438262432981e-43 6.346002971059819439e+39
-1.950000000000000000e+01 3.990989860985998659e-43 6.351851133376950494e+39
-1.950000000000000000e+01 3.990983277654100908e-43 6.357704685060734185e+39
-1.950000000000000000e+01 3.990976688266777962e-43 6.363563631112750502e+39
-1.950000000000000000e+01 3.990970092784152340e-43 6.369427976423425959e+39
-1.950000000000000000e+01 3.990963491206255906e-43 6.375297726105490396e+39
-1.950000000000000000e+01 3.990956883533107775e-43 6.381172884993798424e+39
-1.950000000000000000e+01 3.990950269764751758e-43 6.387053458145501936e+39
-1.950000000000000000e+01 3.990943649901209361e-43 6.392939450562179714e+39
-1.950000000000000000e+01 3.990937023902606291e-43 6.398830867245406912e+39
-1.950000000000000000e+01 3.990930391808881362e-43 6.404727713141189200e+39
-1.950000000000000000e+01 3.990923753580157094e-43 6.410629993251106568e+39
-1.950000000000000000e+01 3.990917109256363538e-43 6.416537712632302446e+39
-1.950000000000000000e+01 3.990910458757723431e-43 6.422450876286365286e+39
-1.950000000000000000e+01 3.990903802164087320e-43 6.428369489214864200e+39
-1.950000000000000000e+01 3.990897139395662009e-43 6.434293556419380384e+39
-1.950000000000000000e+01 3.990890470492384719e-43 6.440223083012635217e+39
-1.950000000000000000e+01 3.990883795414385140e-43 6.446158073885064884e+39
-1.950000000000000000e+01 3.990877114201598103e-43 6.452098534204962664e+39
-1.950000000000000000e+01 3.990870426814146127e-43 6.458044468973906128e+39
-1.950000000000000000e+01 3.990863733252061075e-43 6.463995883193474059e+39
-1.950000000000000000e+01 3.990857033515377197e-43 6.469952781920818348e+39
-1.950000000000000000e+01 3.990850327564210642e-43 6.475915170268660372e+39
-1.950000000000000000e+01 3.990843615478415938e-43 6.481883053238578912e+39
-1.950000000000000000e+01 3.990836897138295328e-43 6.487856435887724651e+39
-1.950000000000000000e+01 3.990830172663602327e-43 6.493835323328822594e+39
-1.950000000000000000e+01 3.990823441934650330e-43 6.499819720619021004e+39
-1.950000000000000000e+01 3.990816704991378947e-43 6.505809632871044886e+39
-1.950000000000000000e+01 3.990809961833815261e-43 6.511805065086473020e+39
-1.950000000000000000e+01 3.990803212461989540e-43 6.517806022433599895e+39
-1.950000000000000000e+01 3.990796456875934444e-43 6.523812509914007917e+39
-1.950000000000000000e+01 3.990789695035778864e-43 6.529824532695986740e+39
-1.950000000000000000e+01 3.990782926941553865e-43 6.535842095892266201e+39
-1.950000000000000000e+01 3.990776152633191890e-43 6.541865204559994567e+39
-1.950000000000000000e+01 3.990769372030910895e-43 6.547893863811898049e+39
-1.950000000000000000e+01 3.990762585214567002e-43 6.553928078760696815e+39
-1.950000000000000000e+01 3.990755792104369406e-43 6.559967854574690189e+39
-1.950000000000000000e+01 3.990748992740260108e-43 6.566013196366600755e+39
-1.950000000000000000e+01 3.990742187082357645e-43 6.572064109193581615e+39
-1.950000000000000000e+01 3.990735375170609593e-43 6.578120598279499158e+39
-1.950000000000000000e+01 3.990728556925230722e-43 6.584182668737079597e+39
-1.950000000000000000e+01 3.990721732426069987e-43 6.590250325679046725e+39
-1.950000000000000000e+01 3.990714901633249905e-43 6.596323574273696240e+39
-1.950000000000000000e+01 3.990708064506889015e-43 6.602402419689327464e+39
-1.950000000000000000e+01 3.990701221086943655e-43 6.608486867038661774e+39
-1.950000000000000000e+01 3.990694371333522007e-43 6.614576921489997284e+39
-1.950000000000000000e+01 3.990687515286578019e-43 6.620672588267202801e+39
-1.950000000000000000e+01 3.990680652906226245e-43 6.626773872538576440e+39
-1.950000000000000000e+01 3.990673784152597172e-43 6.632880779416840786e+39
-1.950000000000000000e+01 3.990666909105538955e-43 6.638993314125867065e+39
-1.950000000000000000e+01 3.990660027685268754e-43 6.645111481833953391e+39
-1.950000000000000000e+01 3.990653139931721402e-43 6.651235287764967361e+39
-1.950000000000000000e+01 3.990646245805032163e-43 6.657364737087207091e+39
-1.950000000000000000e+01 3.990639345305225729e-43 6.663499835024541387e+39
-1.950000000000000000e+01 3.990632438472252067e-43 6.669640586745269574e+39
-1.950000000000000000e+01 3.990625525226321168e-43 6.675786997473259249e+39
-1.950000000000000000e+01 3.990618605607379812e-43 6.681939072432381637e+39
-1.950000000000000000e+01 3.990611679615458268e-43 6.688096816790933644e+39
-1.950000000000000000e+01 3.990604747210682241e-43 6.694260235883930300e+39
-1.950000000000000000e+01 3.990597808432992936e-43 6.700429334879669719e+39
-1.950000000000000000e+01 3.990590863242516059e-43 6.706604119002021916e+39
-1.950000000000000000e+01 3.990583911639286656e-43 6.712784593474856909e+39
-1.950000000000000000e+01 3.990576953623339778e-43 6.718970763577616615e+39
-1.950000000000000000e+01 3.990569989154798739e-43 6.725162634589745371e+39
-1.950000000000000000e+01 3.990563018313513290e-43 6.731360211679538874e+39
-1.950000000000000000e+01 3.990556040979795231e-43 6.737563500126442668e+39
-1.950000000000000000e+01 3.990549057233499887e-43 6.743772505265470574e+39
-1.950000000000000000e+01 3.990542067034739424e-43 6.749987232320491399e+39
-1.950000000000000000e+01 3.990535070383564024e-43 6.756207686515379996e+39
-1.950000000000000000e+01 3.990528067279996786e-43 6.762433873240720877e+39
-1.950000000000000000e+01 3.990521057724077539e-43 6.768665797664812158e+39
-1.950000000000000000e+01 3.990514041675935970e-43 6.774903465122672495e+39
-1.950000000000000000e+01 3.990507019175501335e-43 6.781146880893741387e+39
-1.950000000000000000e+01 3.990499990182912881e-43 6.787396050313038701e+39
-1.950000000000000000e+01 3.990492954698204861e-43 6.793650978660003936e+39
-1.950000000000000000e+01 3.990485912721401171e-43 6.799911671214081429e+39
-1.950000000000000000e+01 3.990478864212649022e-43 6.806178133365862947e+39
-1.950000000000000000e+01 3.990471809251778251e-43 6.812450370339213670e+39
-1.950000000000000000e+01 3.990464747759014781e-43 6.818728387469154674e+39
-1.950000000000000000e+01 3.990457679734398438e-43 6.825012190146272889e+39
-1.950000000000000000e+01 3.990450605177966661e-43 6.831301783650010233e+39
-1.950000000000000000e+01 3.990443524089740956e-43 6.837597173370959683e+39
-1.950000000000000000e+01 3.990436436509676865e-43 6.843898364532986419e+39
-1.950000000000000000e+01 3.990429342357986768e-43 6.850205362637828431e+39
-1.950000000000000000e+01 3.990422241634716867e-43 6.856518172909355735e+39
-1.950000000000000000e+01 3.990415134379800398e-43 6.862836800793730790e+39
-1.950000000000000000e+01 3.990408020593273207e-43 6.869161251570396726e+39
-1.950000000000000000e+01 3.990400900195364403e-43 6.875491530685514792e+39
-1.950000000000000000e+01 3.990393773265911786e-43 6.881827643474102436e+39
-1.950000000000000000e+01 3.990386639725149245e-43 6.888169595271175897e+39
-1.950000000000000000e+01 3.990379499613008424e-43 6.894517391522896426e+39
-1.950000000000000000e+01 3.990372352889625385e-43 6.900871037619853372e+39
-1.950000000000000000e+01 3.990365199594942926e-43 6.907230538897062973e+39
-1.950000000000000000e+01 3.990358039689091530e-43 6.913595900745116998e+39
-1.950000000000000000e+01 3.990350873172100671e-43 6.919967128610174278e+39
-1.950000000000000000e+01 3.990343700044012565e-43 6.926344227882826582e+39
-1.950000000000000000e+01 3.990336520264957698e-43 6.932727204009232743e+39
-1.950000000000000000e+01 3.990329333914773074e-43 6.939116062324412626e+39
-1.950000000000000000e+01 3.990322140873792798e-43 6.945510808330099384e+39
-1.950000000000000000e+01 3.990314941221855467e-43 6.951911447416885995e+39
-1.950000000000000000e+01 3.990307734919097142e-43 6.958317984975358179e+39
-1.950000000000000000e+01 3.990300521965547297e-43 6.964730426507249092e+39
-1.950000000000000000e+01 3.990293302361248943e-43 6.971148777458728446e+39
-1.950000000000000000e+01 3.990286076106229961e-43 6.977573043220378337e+39
-1.950000000000000000e+01 3.990278843160633580e-43 6.984003229238366062e+39
-1.950000000000000000e+01 3.990271603524489273e-43 6.990439341069996676e+39
-1.950000000000000000e+01 3.990264357197836866e-43 6.996881384050287625e+39
-1.950000000000000000e+01 3.990257104220612785e-43 7.003329363680975692e+39
-1.950000000000000000e+01 3.990249844513054103e-43 7.009783285463794028e+39
-1.950000000000000000e+01 3.990242578154993047e-43 7.016243154900479415e+39
-1.950000000000000000e+01 3.990235305026768499e-43 7.022708977381619992e+39
-1.950000000000000000e+01 3.990228025208219057e-43 7.029180758464525652e+39
-1.950000000000000000e+01 3.990220738699374194e-43 7.035658503650931964e+39
-1.950000000000000000e+01 3.990213445420478949e-43 7.042142218387000181e+39
-1.950000000000000000e+01 3.990206145451365548e-43 7.048631908174467083e+39
-1.950000000000000000e+01 3.990198838712266285e-43 7.055127578570637726e+39
-1.950000000000000000e+01 3.990191525243122365e-43 7.061629235021679405e+39
-1.950000000000000000e+01 3.990184205004077017e-43 7.068136883084897176e+39
-1.950000000000000000e+01 3.990176878035057107e-43 7.074650528262026610e+39
-1.950000000000000000e+01 3.990169544256301303e-43 7.081170176165951919e+39
-1.950000000000000000e+01 3.990162203747652981e-43 7.087695832187260034e+39
-1.950000000000000000e+01 3.990154856469241035e-43 7.094227501938833958e+39
-1.950000000000000000e+01 3.990147502381206303e-43 7.100765190977979954e+39
-1.950000000000000000e+01 3.990140141523489990e-43 7.107308904806436012e+39
-1.950000000000000000e+01 3.990132773856224972e-43 7.113858648981508396e+39
-1.950000000000000000e+01 3.990125399379449481e-43 7.120414429116081319e+39
-1.950000000000000000e+01 3.990118018133104723e-43 7.126976250711887932e+39
-1.950000000000000000e+01 3.990110630037420602e-43 7.133544119326236919e+39
-1.950000000000000000e+01 3.990103235132342304e-43 7.140118040627584392e+39
-1.950000000000000000e+01 3.990095833417904879e-43 7.146698020062091604e+39
-1.950000000000000000e+01 3.990088424854241997e-43 7.153284063353786569e+39
-1.950000000000000000e+01 3.990081009441401451e-43 7.159876175948832957e+39
-1.950000000000000000e+01 3.990073587179411917e-43 7.166474363571256365e+39
-1.950000000000000000e+01 3.990066158108217784e-43 7.173078631722792365e+39
-1.950000000000000000e+01 3.990058722148052145e-43 7.179688986016325167e+39
-1.950000000000000000e+01 3.990051279298956419e-43 7.186305432120307259e+39
-1.950000000000000000e+01 3.990043829600869422e-43 7.192927975592046113e+39
-1.950000000000000000e+01 3.990036373053827793e-43 7.199556622099999052e+39
-1.950000000000000000e+01 3.990028909578070997e-43 7.206191377201473550e+39
-1.950000000000000000e+01 3.990021439253436835e-43 7.212832246620495203e+39
-1.950000000000000000e+01 3.990013962000171143e-43 7.219479235914376320e+39
-1.950000000000000000e+01 3.990006477858195212e-43 7.226132350695996279e+39
-1.950000000000000000e+01 3.989998986827569578e-43 7.232791596689383093e+39
-1.950000000000000000e+01 3.989991488868417559e-43 7.239456979562992875e+39
-1.950000000000000000e+01 3.989983983980784556e-43 7.246128504874134310e+39
-1.950000000000000000e+01 3.989976472124806633e-43 7.252806178346830575e+39
-1.950000000000000000e+01 3.989968953380328757e-43 7.259490005593965882e+39
-1.950000000000000000e+01 3.989961427707482212e-43 7.266179992395144984e+39
-1.950000000000000000e+01 3.989953895066417397e-43 7.272876144307670519e+39
-1.950000000000000000e+01 3.989946355457159799e-43 7.279578467055576547e+39
-1.950000000000000000e+01 3.989938808919661777e-43 7.286286966362881412e+39
-1.950000000000000000e+01 3.989931255374154826e-43 7.293001647898049690e+39
-1.950000000000000000e+01 3.989923694900479139e-43 7.299722517329531448e+39
-1.950000000000000000e+01 3.989916127418880552e-43 7.306449580381352286e+39
-1.950000000000000000e+01 3.989908552969293895e-43 7.313182842777546262e+39
-1.950000000000000000e+01 3.989900971511861604e-43 7.319922310186562236e+39
-1.950000000000000000e+01 3.989893383046625893e-43 7.326667988388002544e+39
-1.950000000000000000e+01 3.989885787613516816e-43 7.333419883050323299e+39
-1.950000000000000000e+01 3.989878185132783395e-43 7.340177999953125627e+39
-1.950000000000000000e+01 3.989870575644366038e-43 7.346942344764862015e+39
-1.950000000000000000e+01 3.989862959148298995e-43 7.353712923320707909e+39
-1.950000000000000000e+01 3.989855335604734259e-43 7.360489741233545102e+39
-1.950000000000000000e+01 3.989847705013700505e-43 7.367272804338547832e+39
-1.950000000000000000e+01 3.989840067375243138e-43 7.374062118415314807e+39
-1.950000000000000000e+01 3.989832422689406762e-43 7.380857689187876461e+39
-1.950000000000000000e+01 3.989824770956222444e-43 7.387659522380257181e+39
-1.950000000000000000e+01 3.989817112175740365e-43 7.394467623827632414e+39
-1.950000000000000000e+01 3.989809446308102164e-43 7.401281999309605705e+39
-1.950000000000000000e+01 3.989801773353340497e-43 7.408102654550201442e+39
-1.950000000000000000e+01 3.989794093311502362e-43 7.414929595384596280e+39
-1.950000000000000000e+01 3.989786406182625196e-43 7.421762827592388928e+39
-1.950000000000000000e+01 3.989778711966757588e-43 7.428602356953180512e+39
-1.950000000000000000e+01 3.989771010663933790e-43 7.435448189302145269e+39
-1.950000000000000000e+01 3.989763302234299422e-43 7.442300330418886743e+39
-1.950000000000000000e+01 3.989755586677894310e-43 7.449158786138573128e+39
-1.950000000000000000e+01 3.989747864034655677e-43 7.456023562240809176e+39
-1.950000000000000000e+01 3.989740134224842102e-43 7.462894664616342236e+39
-1.950000000000000000e+01 3.989732397288376469e-43 7.469772099044772225e+39
-1.950000000000000000e+01 3.989724653225308961e-43 7.476655871416844073e+39
-1.950000000000000000e+01 3.989716901995782807e-43 7.483545987512162535e+39
-1.950000000000000000e+01 3.989709143599841818e-43 7.490442453165899428e+39
-1.950000000000000000e+01 3.989701378037516262e-43 7.497345274268802102e+39
-1.950000000000000000e+01 3.989693605348762478e-43 7.504254456711615487e+39
-1.950000000000000000e+01 3.989685825453815150e-43 7.511170006273945545e+39
-1.950000000000000000e+01 3.989678038352723663e-43 7.518091928846534789e+39
-1.950000000000000000e+01 3.989670244085429223e-43 7.525020230375703678e+39
-1.950000000000000000e+01 3.989662442651959707e-43 7.531954916641055757e+39
-1.950000000000000000e+01 3.989654633972581663e-43 7.538895993588909066e+39
-1.950000000000000000e+01 3.989646818127118553e-43 7.545843467110012163e+39
-1.950000000000000000e+01 3.989638995035825773e-43 7.552797343039536868e+39
-1.950000000000000000e+01 3.989631164698744742e-43 7.559757627323803640e+39
-1.950000000000000000e+01 3.989623327195708483e-43 7.566724325853562244e+39
-1.950000000000000000e+01 3.989615482407071810e-43 7.573697444575129515e+39
-1.950000000000000000e+01 3.989607630372775131e-43 7.580676989379251590e+39
-1.950000000000000000e+01 3.989599771132758057e-43 7.587662966212252557e+39
-1.950000000000000000e+01 3.989591904607266423e-43 7.594655380909306652e+39
-1.950000000000000000e+01 3.989584030796349615e-43 7.601654239527875722e+39
-1.950000000000000000e+01 3.989576149779839062e-43 7.608659547903136421e+39
-1.950000000000000000e+01 3.989568261438094359e-43 7.615671312036982320e+39
-1.950000000000000000e+01 3.989560365811047150e-43 7.622689537875731459e+39
-1.950000000000000000e+01 3.989552462898743636e-43 7.629714231365705509e+39
-1.950000000000000000e+01 3.989544552701235591e-43 7.636745398453226136e+39
-1.950000000000000000e+01 3.989536635218550895e-43 7.643783045140180867e+39
-1.950000000000000000e+01 3.989528710410849505e-43 7.650827177317323094e+39
-1.950000000000000000e+01 3.989520778278174435e-43 7.657877801042117081e+39
-1.950000000000000000e+01 3.989512838820563122e-43 7.664934922316456399e+39
-1.950000000000000000e+01 3.989504892038065749e-43 7.671998547031084769e+39
-1.950000000000000000e+01 3.989496937930718161e-43 7.679068681299045609e+39
-1.950000000000000000e+01 3.989488976458678721e-43 7.686145331011082642e+39
-1.950000000000000000e+01 3.989481007661881465e-43 7.693228502169090647e+39
-1.950000000000000000e+01 3.989473031460580194e-43 7.700318200886111835e+39
-1.950000000000000000e+01 3.989465047934613506e-43 7.707414433108463036e+39
-1.950000000000000000e+01 3.989457057044127021e-43 7.714517204838035405e+39
-1.950000000000000000e+01 3.989449058749266359e-43 7.721626522187873570e+39
-1.950000000000000000e+01 3.989441053089978298e-43 7.728742391104294361e+39
-1.950000000000000000e+01 3.989433040026409256e-43 7.735864817644763254e+39
-1.950000000000000000e+01 3.989425019558607024e-43 7.742993807866749345e+39
-1.950000000000000000e+01 3.989416991726504842e-43 7.750129367827718109e+39
-1.950000000000000000e+01 3.989408956450360494e-43 7.757271503529560697e+39
-1.950000000000000000e+01 3.989400913730228144e-43 7.764420221085318110e+39
-1.950000000000000000e+01 3.989392863645924088e-43 7.771575526552455821e+39
-1.950000000000000000e+01 3.989384806077827833e-43 7.778737425988444139e+39
-1.950000000000000000e+01 3.989376741105761249e-43 7.785905925506315602e+39
-1.950000000000000000e+01 3.989368668649985307e-43 7.793081031107968615e+39
-1.950000000000000000e+01 3.989360588750441210e-43 7.800262748962012457e+39
-1.950000000000000000e+01 3.989352501407169582e-43 7.807451085125917434e+39
-1.950000000000000000e+01 3.989344406620225386e-43 7.814646045712718503e+39
-1.950000000000000000e+01 3.989336304309856050e-43 7.821847636835455457e+39
-1.950000000000000000e+01 3.989328194555897783e-43 7.829055864551598604e+39
-1.950000000000000000e+01 3.989320077278614740e-43 7.836270735029756011e+39
-1.950000000000000000e+01 3.989311952517940162e-43 7.843492254382968681e+39
-1.950000000000000000e+01 3.989303820273920246e-43 7.850720428724276404e+39
-1.950000000000000000e+01 3.989295680506709375e-43 7.857955264166720183e+39
-1.950000000000000000e+01 3.989287533216352953e-43 7.865196766934481196e+39
-1.950000000000000000e+01 3.989279378442789792e-43 7.872444943085028542e+39
-1.950000000000000000e+01 3.989271216106283254e-43 7.879699798786976334e+39
-1.950000000000000000e+01 3.989263046246770560e-43 7.886961340208932639e+39
-1.950000000000000000e+01 3.989254868824403701e-43 7.894229573519512778e+39
-1.950000000000000000e+01 3.989246683879122288e-43 7.901504504831756545e+39
-1.950000000000000000e+01 3.989238491371085483e-43 7.908786140425420645e+39
-1.950000000000000000e+01 3.989230291260434125e-43 7.916074486357971761e+39
-1.950000000000000000e+01 3.989222083627017168e-43 7.923369548909171436e+39
-1.950000000000000000e+01 3.989213868391086023e-43 7.930671334192054627e+39
-1.950000000000000000e+01 3.989205645592581895e-43 7.937979848486381667e+39
-1.950000000000000000e+01 3.989197415151767346e-43 7.945295097905193559e+39
-1.950000000000000000e+01 3.989189177148477789e-43 7.952617088672673898e+39
-1.950000000000000000e+01 3.989180931542863622e-43 7.959945827068583018e+39
-1.950000000000000000e+01 3.989172678334970249e-43 7.967281319261531407e+39
-1.950000000000000000e+01 3.989164417484958423e-43 7.974623571475705076e+39
-1.950000000000000000e+01 3.989156148992871955e-43 7.981972589990864362e+39
-1.950000000000000000e+01 3.989147872898651252e-43 7.989328380920045430e+39
-1.950000000000000000e+01 3.989139589122564453e-43 7.996690950654156044e+39
-1.950000000000000000e+01 3.989131297744435022e-43 8.004060305306233580e+39
-1.950000000000000000e+01 3.989122998684536674e-43 8.011436451211612691e+39
-1.950000000000000000e+01 3.989114691982797071e-43 8.018819394594475765e+39
-1.950000000000000000e+01 3.989106377599385730e-43 8.026209141790156247e+39
-1.950000000000000000e+01 3.989098055534340088e-43 8.033605698967265833e+39
-1.950000000000000000e+01 3.989089725787711920e-43 8.041009072461136757e+39
-1.950000000000000000e+01 3.989081388319663575e-43 8.048419268495952617e+39
-1.950000000000000000e+01 3.989073043210018515e-43 8.055836293462621178e+39
-1.950000000000000000e+01 3.989064690339156247e-43 8.063260153529751717e+39
-1.950000000000000000e+01 3.989056329786903422e-43 8.070690855088251998e+39
-1.950000000000000000e+01 3.989047961513424776e-43 8.078128404417881147e+39
-1.950000000000000000e+01 3.989039585518762526e-43 8.085572807853966565e+39
-1.950000000000000000e+01 3.989031201763072646e-43 8.093024071620697893e+39
-1.950000000000000000e+01 3.989022810286301917e-43 8.100482202164551171e+39
-1.950000000000000000e+01 3.989014411088494945e-43 8.107947205709713623e+39
-1.950000000000000000e+01 3.989006004089920666e-43 8.115419088647086969e+39
-1.950000000000000000e+01 3.988997589370412899e-43 8.122897857312005863e+39
-1.950000000000000000e+01 3.988989166850235003e-43 8.130383518039797706e+39
-1.950000000000000000e+01 3.988980736569324996e-43 8.137876077165799571e+39
-1.950000000000000000e+01 3.988972298487852395e-43 8.145375541080915595e+39
-1.950000000000000000e+01 3.988963852605855433e-43 8.152881916120474389e+39
-1.950000000000000000e+01 3.988955398963276908e-43 8.160395208619809396e+39
-1.950000000000000000e+01 3.988946937480388145e-43 8.167915425080970979e+39
-1.950000000000000000e+01 3.988938468197131941e-43 8.175442571728143942e+39
-1.950000000000000000e+01 3.988929991113553699e-43 8.182976655063382272e+39
-1.950000000000000000e+01 3.988921506149928727e-43 8.190517681422015789e+39
-1.950000000000000000e+01 3.988913013386079694e-43 8.198065657250520532e+39
-1.950000000000000000e+01 3.988904512782172130e-43 8.205620588884231156e+39
-1.950000000000000000e+01 3.988896004338255424e-43 8.213182482769624910e+39
-1.950000000000000000e+01 3.988887488014487938e-43 8.220751345353180253e+39
-1.950000000000000000e+01 3.988878963850808487e-43 8.228327182970224585e+39
-1.950000000000000000e+01 3.988870431807383401e-43 8.235910002178387422e+39
-1.950000000000000000e+01 3.988861891884261270e-43 8.243499809257423054e+39
-1.950000000000000000e+01 3.988853344081499444e-43 8.251096610764959789e+39
-1.950000000000000000e+01 3.988844788359249916e-43 8.258700413147474875e+39
-1.950000000000000000e+01 3.988836224757451500e-43 8.266311222795867615e+39
-1.950000000000000000e+01 3.988827653236276897e-43 8.273929046156621303e+39
-1.950000000000000000e+01 3.988819073835656161e-43 8.281553889731786301e+39
-1.950000000000000000e+01 3.988810486475870176e-43 8.289185760023411758e+39
-1.950000000000000000e+01 3.988801891196851382e-43 8.296824663422405441e+39
-1.950000000000000000e+01 3.988793287958770890e-43 8.304470606486387195e+39
-1.950000000000000000e+01 3.988784676801563532e-43 8.312123595661837895e+39
-1.950000000000000000e+01 3.988776057725285064e-43 8.319783637450806692e+39
-1.950000000000000000e+01 3.988767430650204423e-43 8.327450738355346366e+39
-1.950000000000000000e+01 3.988758795616267593e-43 8.335124904877508486e+39
-1.950000000000000000e+01 3.988750152583631344e-43 8.342806143574912895e+39
-1.950000000000000000e+01 3.988741501592248033e-43 8.350494460894041680e+39
-1.950000000000000000e+01 3.988732842642157486e-43 8.358189863336945201e+39
-1.950000000000000000e+01 3.988724175653640587e-43 8.365892357572391942e+39
-1.950000000000000000e+01 3.988715500666640134e-43 8.373601949991287251e+39
-1.950000000000000000e+01 3.988706817681202327e-43 8.381318647151257017e+39
-1.950000000000000000e+01 3.988698126697385312e-43 8.389042455721066098e+39
-1.950000000000000000e+01 3.988689427635468382e-43 8.396773382091627094e+39
-1.950000000000000000e+01 3.988680720575272609e-43 8.404511432987279184e+39
-1.950000000000000000e+01 3.988672005476966714e-43 8.412256614798926506e+39
-1.950000000000000000e+01 3.988663282340604861e-43 8.420008934250914281e+39
-1.950000000000000000e+01 3.988654551126349398e-43 8.427768397845290453e+39
-1.950000000000000000e+01 3.988645811834256083e-43 8.435535012139682121e+39
-1.950000000000000000e+01 3.988637064504262137e-43 8.443308783802858976e+39
-1.950000000000000000e+01 3.988628309096539465e-43 8.451089719392444491e+39
-1.950000000000000000e+01 3.988619545611137454e-43 8.458877825466060929e+39
-1.950000000000000000e+01 3.988610774008219247e-43 8.466673108692481609e+39
-1.950000000000000000e+01 3.988601994287846178e-43 8.474475575684904322e+39
-1.950000000000000000e+01 3.988593206489957858e-43 8.482285233056522026e+39
-1.950000000000000000e+01 3.988584410574711059e-43 8.490102087364961817e+39
-1.950000000000000000e+01 3.988575606542173486e-43 8.497926145334564083e+39
-1.950000000000000000e+01 3.988566794392392136e-43 8.505757413578530241e+39
-1.950000000000000000e+01 3.988557974085535728e-43 8.513595898710055665e+39
-1.950000000000000000e+01 3.988549145621658428e-43 8.521441607397907630e+39
-1.950000000000000000e+01 3.988540309000816790e-43 8.529294546310861876e+39
-1.950000000000000000e+01 3.988531464262944849e-43 8.537154722117683259e+39
-1.950000000000000000e+01 3.988522611328333048e-43 8.545022141487146308e+39
-1.950000000000000000e+01 3.988513750197030773e-43 8.552896811032445189e+39
-1.950000000000000000e+01 3.988504880908980024e-43 8.560778737533497025e+39
-1.950000000000000000e+01 3.988496003464238949e-43 8.568667927603498399e+39
-1.950000000000000000e+01 3.988487117783083653e-43 8.576564387966795743e+39
-1.950000000000000000e+01 3.988478223865573081e-43 8.584468125292155122e+39
-1.950000000000000000e+01 3.988469321791536271e-43 8.592379146359496080e+39
-1.950000000000000000e+01 3.988460411481258091e-43 8.600297457782015198e+39
-1.950000000000000000e+01 3.988451492934787129e-43 8.608223066339627183e+39
-1.950000000000000000e+01 3.988442566152184720e-43 8.616155978756674839e+39
-1.950000000000000000e+01 3.988433631133500250e-43 8.624096201757505808e+39
-1.950000000000000000e+01 3.988424687838911997e-43 8.632043742066456848e+39
-1.950000000000000000e+01 3.988415736308356385e-43 8.639998606407879226e+39
-1.950000000000000000e+01 3.988406776502007709e-43 8.647960801617253507e+39
-1.950000000000000000e+01 3.988397808419916152e-43 8.655930334363360264e+39
-1.950000000000000000e+01 3.988388832062142252e-43 8.663907211426104532e+39
-1.950000000000000000e+01 3.988379847428740970e-43 8.671891439585410690e+39
-1.950000000000000000e+01 3.988370854479880230e-43 8.679883025621193443e+39
-1.950000000000000000e+01 3.988361853255509199e-43 8.687881976313367498e+39
-1.950000000000000000e+01 3.988352843675908763e-43 8.695888298441852398e+39
-1.950000000000000000e+01 3.988343825781024109e-43 8.703901998786559223e+39
-1.950000000000000000e+01 3.988334799570908604e-43 8.711923084182983043e+39
-1.950000000000000000e+01 3.988325765045616414e-43 8.719951561411036146e+39
-1.950000000000000000e+01 3.988316722165331393e-43 8.727987437306208769e+39
-1.950000000000000000e+01 3.988307670930101333e-43 8.736030718592848552e+39
-1.950000000000000000e+01 3.988298611339981994e-43 8.744081412217585907e+39
-1.950000000000000000e+01 3.988289543355154041e-43 8.752139524960339168e+39
-1.950000000000000000e+01 3.988280467015553104e-43 8.760205063712170471e+39
-1.950000000000000000e+01 3.988271382321238127e-43 8.768278035197423831e+39
-1.950000000000000000e+01 3.988262289192501942e-43 8.776358446362733287e+39
-1.950000000000000000e+01 3.988253187669280974e-43 8.784446303988017173e+39
-1.950000000000000000e+01 3.988244077791518817e-43 8.792541615019911944e+39
-1.950000000000000000e+01 3.988234959439625246e-43 8.800644386293903003e+39
-1.950000000000000000e+01 3.988225832693422132e-43 8.808754624701057320e+39
-1.950000000000000000e+01 3.988216697513084567e-43 8.816872337076861506e+39
-1.950000000000000000e+01 3.988207553938555348e-43 8.824997530312378907e+39
-1.950000000000000000e+01 3.988198401850241064e-43 8.833130211354245979e+39
-1.950000000000000000e+01 3.988189241367852219e-43 8.841270387093523651e+39
-1.950000000000000000e+01 3.988180072411684034e-43 8.849418064365703368e+39
-1.950000000000000000e+01 3.988170894941904432e-43 8.857573250172992280e+39
-1.950000000000000000e+01 3.988161709038344045e-43 8.865735951350880623e+39
-1.950000000000000000e+01 3.988152514661176372e-43 8.873906174901576756e+39
-1.950000000000000000e+01 3.988143311770578098e-43 8.882083927716144026e+39
-1.950000000000000000e+01 3.988134100406485647e-43 8.890269216741218889e+39
-1.950000000000000000e+01 3.988124880489206190e-43 8.898462048979007287e+39
-1.950000000000000000e+01 3.988115652098556021e-43 8.906662431264999457e+39
